mob								
怪物编号	怪物avatar	怪物攻击	怪物血量	怪物速度	怪物类型	怪物死亡加魔法值	怪物功能类型	不可中buff
41100068	4110	1	31590	45	1	2	0	[]
41100069	4110	1	31665	45	1	2	0	[]
41100070	4110	1	31740	45	1	2	0	[]
41100071	4110	1	31815	45	1	2	0	[]
41100072	4110	1	31890	45	1	2	0	[]
41100073	4110	1	31965	45	1	2	0	[]
41100074	4110	1	32040	45	1	2	0	[]
41100075	4110	1	32115	45	1	2	0	[]
41100076	4110	1	32190	45	1	2	0	[]
41100077	4110	1	32265	45	1	2	0	[]
41100078	4110	1	32340	45	1	2	0	[]
41100079	4110	1	32415	45	1	2	0	[]
41100080	4110	1	32490	45	1	2	0	[]
41100081	4110	1	32565	45	1	2	0	[]
41100082	4110	1	32640	45	1	2	0	[]
41100083	4110	1	32715	45	1	2	0	[]
41100084	4110	1	32790	45	1	2	0	[]
41100085	4110	1	32865	45	1	2	0	[]
41100086	4110	1	32940	45	1	2	0	[]
41100087	4110	1	33015	45	1	2	0	[]
41100088	4110	1	33090	45	1	2	0	[]
41100089	4110	1	33165	45	1	2	0	[]
41100090	4110	1	33240	45	1	2	0	[]
41100091	4110	1	33315	45	1	2	0	[]
41100092	4110	1	33390	45	1	2	0	[]
41100093	4110	1	33465	45	1	2	0	[]
41100094	4110	1	33540	45	1	2	0	[]
41100095	4110	1	33615	45	1	2	0	[]
41100096	4110	1	33690	45	1	2	0	[]
41100097	4110	1	33765	45	1	2	0	[]
41100098	4110	1	33840	45	1	2	0	[]
41100099	4110	1	33915	45	1	2	0	[]
41100100	4110	1	33990	45	1	2	0	[]
41100101	4110	1	34065	45	1	2	0	[]
41100102	4110	1	34140	45	1	2	0	[]
41100103	4110	1	34215	45	1	2	0	[]
41100104	4110	1	34290	45	1	2	0	[]
41100105	4110	1	34365	45	1	2	0	[]
41100106	4110	1	34440	45	1	2	0	[]
41100107	4110	1	34515	45	1	2	0	[]
41100108	4110	1	34590	45	1	2	0	[]
41100109	4110	1	34665	45	1	2	0	[]
41100110	4110	1	34740	45	1	2	0	[]
41100111	4110	1	34815	45	1	2	0	[]
41100112	4110	1	34890	45	1	2	0	[]
41100113	4110	1	34965	45	1	2	0	[]
41100114	4110	1	35040	45	1	2	0	[]
41100115	4110	1	35115	45	1	2	0	[]
41100116	4110	1	35190	45	1	2	0	[]
41100117	4110	1	35265	45	1	2	0	[]
41100118	4110	1	35340	45	1	2	0	[]
41100119	4110	1	35415	45	1	2	0	[]
41100120	4110	1	35490	45	1	2	0	[]
41100121	4110	1	35565	45	1	2	0	[]
41100122	4110	1	35640	45	1	2	0	[]
41100123	4110	1	35715	45	1	2	0	[]
41100124	4110	1	35790	45	1	2	0	[]
41100125	4110	1	35865	45	1	2	0	[]
41100126	4110	1	35940	45	1	2	0	[]
41100127	4110	1	36015	45	1	2	0	[]
41100128	4110	1	36090	45	1	2	0	[]
41100129	4110	1	36165	45	1	2	0	[]
41100130	4110	1	36240	45	1	2	0	[]
41100131	4110	1	36315	45	1	2	0	[]
41100132	4110	1	36390	45	1	2	0	[]
41100133	4110	1	36465	45	1	2	0	[]
41100134	4110	1	36540	45	1	2	0	[]
41100135	4110	1	36615	45	1	2	0	[]
41100136	4110	1	36690	45	1	2	0	[]
41100137	4110	1	36765	45	1	2	0	[]
41100138	4110	1	36840	45	1	2	0	[]
41100139	4110	1	36915	45	1	2	0	[]
41100140	4110	1	36990	45	1	2	0	[]
41100141	4110	1	37065	45	1	2	0	[]
41100142	4110	1	37140	45	1	2	0	[]
41100143	4110	1	37215	45	1	2	0	[]
41100144	4110	1	37290	45	1	2	0	[]
41100145	4110	1	37365	45	1	2	0	[]
41100146	4110	1	37440	45	1	2	0	[]
41100147	4110	1	37515	45	1	2	0	[]
41100148	4110	1	37590	45	1	2	0	[]
41100149	4110	1	37665	45	1	2	0	[]
41100150	4110	1	37740	45	1	2	0	[]
41100151	4110	1	37815	45	1	2	0	[]
41100152	4110	1	37890	45	1	2	0	[]
41100153	4110	1	37965	45	1	2	0	[]
41100154	4110	1	38040	45	1	2	0	[]
41100155	4110	1	38115	45	1	2	0	[]
41100156	4110	1	38190	45	1	2	0	[]
41100157	4110	1	38265	45	1	2	0	[]
41100158	4110	1	38340	45	1	2	0	[]
41100159	4110	1	38415	45	1	2	0	[]
41100160	4110	1	38490	45	1	2	0	[]
41100161	4110	1	38565	45	1	2	0	[]
41100162	4110	1	38640	45	1	2	0	[]
41100163	4110	1	38715	45	1	2	0	[]
41100164	4110	1	38790	45	1	2	0	[]
41100165	4110	1	38865	45	1	2	0	[]
41100166	4110	1	38940	45	1	2	0	[]
41100167	4110	1	39015	45	1	2	0	[]
41100168	4110	1	39090	45	1	2	0	[]
41100169	4110	1	39165	45	1	2	0	[]
41100170	4110	1	39240	45	1	2	0	[]
41100171	4110	1	39315	45	1	2	0	[]
41100172	4110	1	39390	45	1	2	0	[]
41100173	4110	1	39465	45	1	2	0	[]
41100174	4110	1	39540	45	1	2	0	[]
41100175	4110	1	39615	45	1	2	0	[]
41100176	4110	1	39690	45	1	2	0	[]
41100177	4110	1	39765	45	1	2	0	[]
41100178	4110	1	39840	45	1	2	0	[]
41100179	4110	1	39915	45	1	2	0	[]
41100180	4110	1	39990	45	1	2	0	[]
41100181	4110	1	40065	45	1	2	0	[]
41100182	4110	1	40140	45	1	2	0	[]
41100183	4110	1	40215	45	1	2	0	[]
41100184	4110	1	40290	45	1	2	0	[]
41100185	4110	1	40365	45	1	2	0	[]
41100186	4110	1	40440	45	1	2	0	[]
41100187	4110	1	40515	45	1	2	0	[]
41100188	4110	1	40590	45	1	2	0	[]
41100189	4110	1	40665	45	1	2	0	[]
41100190	4110	1	40740	45	1	2	0	[]
41100191	4110	1	40815	45	1	2	0	[]
41100192	4110	1	40890	45	1	2	0	[]
41100193	4110	1	40965	45	1	2	0	[]
41100194	4110	1	41040	45	1	2	0	[]
41100195	4110	1	41115	45	1	2	0	[]
41100196	4110	1	41190	45	1	2	0	[]
41100197	4110	1	41265	45	1	2	0	[]
41100198	4110	1	41340	45	1	2	0	[]
41100199	4110	1	41415	45	1	2	0	[]
41100200	4110	1	41490	45	1	2	0	[]
41110001	4111	1	21840	52	1	2	0	[]
41110002	4111	1	21900	52	1	2	0	[]
41110003	4111	1	21960	52	1	2	0	[]
41110004	4111	1	22020	52	1	2	0	[]
41110005	4111	1	22080	52	1	2	0	[]
41110006	4111	1	22140	52	1	2	0	[]
41110007	4111	1	22200	52	1	2	0	[]
41110008	4111	1	22260	52	1	2	0	[]
41110009	4111	1	22320	52	1	2	0	[]
41110010	4111	1	22380	52	1	2	0	[]
41110011	4111	1	22440	52	1	2	0	[]
41110012	4111	1	22500	52	1	2	0	[]
41110013	4111	1	22560	52	1	2	0	[]
41110014	4111	1	22620	52	1	2	0	[]
41110015	4111	1	22680	52	1	2	0	[]
41110016	4111	1	22740	52	1	2	0	[]
41110017	4111	1	22800	52	1	2	0	[]
41110018	4111	1	22860	52	1	2	0	[]
41110019	4111	1	22920	52	1	2	0	[]
41110020	4111	1	22980	52	1	2	0	[]
41110021	4111	1	23040	52	1	2	0	[]
41110022	4111	1	23100	52	1	2	0	[]
41110023	4111	1	23160	52	1	2	0	[]
41110024	4111	1	23220	52	1	2	0	[]
41110025	4111	1	23280	52	1	2	0	[]
41110026	4111	1	23340	52	1	2	0	[]
41110027	4111	1	23400	52	1	2	0	[]
41110028	4111	1	23460	52	1	2	0	[]
41110029	4111	1	23520	52	1	2	0	[]
41110030	4111	1	23580	52	1	2	0	[]
41110031	4111	1	23640	52	1	2	0	[]
41110032	4111	1	23700	52	1	2	0	[]
41110033	4111	1	23760	52	1	2	0	[]
41110034	4111	1	23820	52	1	2	0	[]
41110035	4111	1	23880	52	1	2	0	[]
41110036	4111	1	23940	52	1	2	0	[]
41110037	4111	1	24000	52	1	2	0	[]
41110038	4111	1	24060	52	1	2	0	[]
41110039	4111	1	24120	52	1	2	0	[]
41110040	4111	1	24180	52	1	2	0	[]
41110041	4111	1	24240	52	1	2	0	[]
41110042	4111	1	24300	52	1	2	0	[]
41110043	4111	1	24360	52	1	2	0	[]
41110044	4111	1	24420	52	1	2	0	[]
41110045	4111	1	24480	52	1	2	0	[]
41110046	4111	1	24540	52	1	2	0	[]
41110047	4111	1	24600	52	1	2	0	[]
41110048	4111	1	24660	52	1	2	0	[]
41110049	4111	1	24720	52	1	2	0	[]
41110050	4111	1	24780	52	1	2	0	[]
41110051	4111	1	24840	52	1	2	0	[]
41110052	4111	1	24900	52	1	2	0	[]
41110053	4111	1	24960	52	1	2	0	[]
41110054	4111	1	25020	52	1	2	0	[]
41110055	4111	1	25080	52	1	2	0	[]
41110056	4111	1	25140	52	1	2	0	[]
41110057	4111	1	25200	52	1	2	0	[]
41110058	4111	1	25260	52	1	2	0	[]
41110059	4111	1	25320	52	1	2	0	[]
41110060	4111	1	25380	52	1	2	0	[]
41110061	4111	1	25440	52	1	2	0	[]
41110062	4111	1	25500	52	1	2	0	[]
41110063	4111	1	25560	52	1	2	0	[]
41110064	4111	1	25620	52	1	2	0	[]
41110065	4111	1	25680	52	1	2	0	[]
41110066	4111	1	25740	52	1	2	0	[]
41110067	4111	1	25800	52	1	2	0	[]
41110068	4111	1	25860	52	1	2	0	[]
41110069	4111	1	25920	52	1	2	0	[]
41110070	4111	1	25980	52	1	2	0	[]
41110071	4111	1	26040	52	1	2	0	[]
41110072	4111	1	26100	52	1	2	0	[]
41110073	4111	1	26160	52	1	2	0	[]
41110074	4111	1	26220	52	1	2	0	[]
41110075	4111	1	26280	52	1	2	0	[]
41110076	4111	1	26340	52	1	2	0	[]
41110077	4111	1	26400	52	1	2	0	[]
41110078	4111	1	26460	52	1	2	0	[]
41110079	4111	1	26520	52	1	2	0	[]
41110080	4111	1	26580	52	1	2	0	[]
41110081	4111	1	26640	52	1	2	0	[]
41110082	4111	1	26700	52	1	2	0	[]
41110083	4111	1	26760	52	1	2	0	[]
41110084	4111	1	26820	52	1	2	0	[]
41110085	4111	1	26880	52	1	2	0	[]
41110086	4111	1	26940	52	1	2	0	[]
41110087	4111	1	27000	52	1	2	0	[]
41110088	4111	1	27060	52	1	2	0	[]
41110089	4111	1	27120	52	1	2	0	[]
41110090	4111	1	27180	52	1	2	0	[]
41110091	4111	1	27240	52	1	2	0	[]
41110092	4111	1	27300	52	1	2	0	[]
41110093	4111	1	27360	52	1	2	0	[]
41110094	4111	1	27420	52	1	2	0	[]
41110095	4111	1	27480	52	1	2	0	[]
41110096	4111	1	27540	52	1	2	0	[]
41110097	4111	1	27600	52	1	2	0	[]
41110098	4111	1	27660	52	1	2	0	[]
41110099	4111	1	27720	52	1	2	0	[]
41110100	4111	1	27780	52	1	2	0	[]
41110101	4111	1	27840	52	1	2	0	[]
41110102	4111	1	27900	52	1	2	0	[]
41110103	4111	1	27960	52	1	2	0	[]
41110104	4111	1	28020	52	1	2	0	[]
41110105	4111	1	28080	52	1	2	0	[]
41110106	4111	1	28140	52	1	2	0	[]
41110107	4111	1	28200	52	1	2	0	[]
41110108	4111	1	28260	52	1	2	0	[]
41110109	4111	1	28320	52	1	2	0	[]
41110110	4111	1	28380	52	1	2	0	[]
41110111	4111	1	28440	52	1	2	0	[]
41110112	4111	1	28500	52	1	2	0	[]
41110113	4111	1	28560	52	1	2	0	[]
41110114	4111	1	28620	52	1	2	0	[]
41110115	4111	1	28680	52	1	2	0	[]
41110116	4111	1	28740	52	1	2	0	[]
41110117	4111	1	28800	52	1	2	0	[]
41110118	4111	1	28860	52	1	2	0	[]
41110119	4111	1	28920	52	1	2	0	[]
41110120	4111	1	28980	52	1	2	0	[]
41110121	4111	1	29040	52	1	2	0	[]
41110122	4111	1	29100	52	1	2	0	[]
41110123	4111	1	29160	52	1	2	0	[]
41110124	4111	1	29220	52	1	2	0	[]
41110125	4111	1	29280	52	1	2	0	[]
41110126	4111	1	29340	52	1	2	0	[]
41110127	4111	1	29400	52	1	2	0	[]
41110128	4111	1	29460	52	1	2	0	[]
41110129	4111	1	29520	52	1	2	0	[]
41110130	4111	1	29580	52	1	2	0	[]
41110131	4111	1	29640	52	1	2	0	[]
41110132	4111	1	29700	52	1	2	0	[]
41110133	4111	1	29760	52	1	2	0	[]
41110134	4111	1	29820	52	1	2	0	[]
41110135	4111	1	29880	52	1	2	0	[]
41110136	4111	1	29940	52	1	2	0	[]
41110137	4111	1	30000	52	1	2	0	[]
41110138	4111	1	30060	52	1	2	0	[]
41110139	4111	1	30120	52	1	2	0	[]
41110140	4111	1	30180	52	1	2	0	[]
41110141	4111	1	30240	52	1	2	0	[]
41110142	4111	1	30300	52	1	2	0	[]
41110143	4111	1	30360	52	1	2	0	[]
41110144	4111	1	30420	52	1	2	0	[]
41110145	4111	1	30480	52	1	2	0	[]
41110146	4111	1	30540	52	1	2	0	[]
41110147	4111	1	30600	52	1	2	0	[]
41110148	4111	1	30660	52	1	2	0	[]
41110149	4111	1	30720	52	1	2	0	[]
41110150	4111	1	30780	52	1	2	0	[]
41110151	4111	1	30840	52	1	2	0	[]
41110152	4111	1	30900	52	1	2	0	[]
41110153	4111	1	30960	52	1	2	0	[]
41110154	4111	1	31020	52	1	2	0	[]
41110155	4111	1	31080	52	1	2	0	[]
41110156	4111	1	31140	52	1	2	0	[]
41110157	4111	1	31200	52	1	2	0	[]
41110158	4111	1	31260	52	1	2	0	[]
41110159	4111	1	31320	52	1	2	0	[]
41110160	4111	1	31380	52	1	2	0	[]
41110161	4111	1	31440	52	1	2	0	[]
41110162	4111	1	31500	52	1	2	0	[]
41110163	4111	1	31560	52	1	2	0	[]
41110164	4111	1	31620	52	1	2	0	[]
41110165	4111	1	31680	52	1	2	0	[]
41110166	4111	1	31740	52	1	2	0	[]
41110167	4111	1	31800	52	1	2	0	[]
41110168	4111	1	31860	52	1	2	0	[]
41110169	4111	1	31920	52	1	2	0	[]
41110170	4111	1	31980	52	1	2	0	[]
41110171	4111	1	32040	52	1	2	0	[]
41110172	4111	1	32100	52	1	2	0	[]
41110173	4111	1	32160	52	1	2	0	[]
41110174	4111	1	32220	52	1	2	0	[]
41110175	4111	1	32280	52	1	2	0	[]
41110176	4111	1	32340	52	1	2	0	[]
41110177	4111	1	32400	52	1	2	0	[]
41110178	4111	1	32460	52	1	2	0	[]
41110179	4111	1	32520	52	1	2	0	[]
41110180	4111	1	32580	52	1	2	0	[]
41110181	4111	1	32640	52	1	2	0	[]
41110182	4111	1	32700	52	1	2	0	[]
41110183	4111	1	32760	52	1	2	0	[]
41110184	4111	1	32820	52	1	2	0	[]
41110185	4111	1	32880	52	1	2	0	[]
41110186	4111	1	32940	52	1	2	0	[]
41110187	4111	1	33000	52	1	2	0	[]
41110188	4111	1	33060	52	1	2	0	[]
41110189	4111	1	33120	52	1	2	0	[]
41110190	4111	1	33180	52	1	2	0	[]
41110191	4111	1	33240	52	1	2	0	[]
41110192	4111	1	33300	52	1	2	0	[]
41110193	4111	1	33360	52	1	2	0	[]
41110194	4111	1	33420	52	1	2	0	[]
41110195	4111	1	33480	52	1	2	0	[]
41110196	4111	1	33540	52	1	2	0	[]
41110197	4111	1	33600	52	1	2	0	[]
41110198	4111	1	33660	52	1	2	0	[]
41110199	4111	1	33720	52	1	2	0	[]
41110200	4111	1	33780	52	1	2	0	[]
90050001	9005	1	43320	40	6	5	0	[]
90050002	9005	1	43440	40	6	5	0	[]
90050003	9005	1	43560	40	6	5	0	[]
90050004	9005	1	43680	40	6	5	0	[]
90050005	9005	1	43800	40	6	5	0	[]
90050006	9005	1	43920	40	6	5	0	[]
90050007	9005	1	44040	40	6	5	0	[]
90050008	9005	1	44160	40	6	5	0	[]
90050009	9005	1	44280	40	6	5	0	[]
90050010	9005	1	44400	40	6	5	0	[]
90050011	9005	1	44520	40	6	5	0	[]
90050012	9005	1	44640	40	6	5	0	[]
90050013	9005	1	44760	40	6	5	0	[]
90050014	9005	1	44880	40	6	5	0	[]
90050015	9005	1	45000	40	6	5	0	[]
90050016	9005	1	45120	40	6	5	0	[]
90050017	9005	1	45240	40	6	5	0	[]
90050018	9005	1	45360	40	6	5	0	[]
90050019	9005	1	45480	40	6	5	0	[]
90050020	9005	1	45600	40	6	5	0	[]
90050021	9005	1	45720	40	6	5	0	[]
90050022	9005	1	45840	40	6	5	0	[]
90050023	9005	1	45960	40	6	5	0	[]
90050024	9005	1	46080	40	6	5	0	[]
90050025	9005	1	46200	40	6	5	0	[]
90050026	9005	1	46320	40	6	5	0	[]
90050027	9005	1	46440	40	6	5	0	[]
90050028	9005	1	46560	40	6	5	0	[]
90050029	9005	1	46680	40	6	5	0	[]
90050030	9005	1	46800	40	6	5	0	[]
90050031	9005	1	46920	40	6	5	0	[]
90050032	9005	1	47040	40	6	5	0	[]
90050033	9005	1	47160	40	6	5	0	[]
90050034	9005	1	47280	40	6	5	0	[]
90050035	9005	1	47400	40	6	5	0	[]
90050036	9005	1	47520	40	6	5	0	[]
90050037	9005	1	47640	40	6	5	0	[]
90050038	9005	1	47760	40	6	5	0	[]
90050039	9005	1	47880	40	6	5	0	[]
90050040	9005	1	48000	40	6	5	0	[]
90050041	9005	1	48120	40	6	5	0	[]
90050042	9005	1	48240	40	6	5	0	[]
90050043	9005	1	48360	40	6	5	0	[]
90050044	9005	1	48480	40	6	5	0	[]
90050045	9005	1	48600	40	6	5	0	[]
90050046	9005	1	48720	40	6	5	0	[]
90050047	9005	1	48840	40	6	5	0	[]
90050048	9005	1	48960	40	6	5	0	[]
90050049	9005	1	49080	40	6	5	0	[]
90050050	9005	1	49200	40	6	5	0	[]
90050051	9005	1	49320	40	6	5	0	[]
90050052	9005	1	49440	40	6	5	0	[]
90050053	9005	1	49560	40	6	5	0	[]
90050054	9005	1	49680	40	6	5	0	[]
90050055	9005	1	49800	40	6	5	0	[]
90050056	9005	1	49920	40	6	5	0	[]
90050057	9005	1	50040	40	6	5	0	[]
90050058	9005	1	50160	40	6	5	0	[]
90050059	9005	1	50280	40	6	5	0	[]
90050060	9005	1	50400	40	6	5	0	[]
90050061	9005	1	50520	40	6	5	0	[]
90050062	9005	1	50640	40	6	5	0	[]
90050063	9005	1	50760	40	6	5	0	[]
90050064	9005	1	50880	40	6	5	0	[]
90050065	9005	1	51000	40	6	5	0	[]
90050066	9005	1	51120	40	6	5	0	[]
90050067	9005	1	51240	40	6	5	0	[]
90050068	9005	1	51360	40	6	5	0	[]
90050069	9005	1	51480	40	6	5	0	[]
90050070	9005	1	51600	40	6	5	0	[]
90050071	9005	1	51720	40	6	5	0	[]
90050072	9005	1	51840	40	6	5	0	[]
90050073	9005	1	51960	40	6	5	0	[]
90050074	9005	1	52080	40	6	5	0	[]
90050075	9005	1	52200	40	6	5	0	[]
90050076	9005	1	52320	40	6	5	0	[]
90050077	9005	1	52440	40	6	5	0	[]
90050078	9005	1	52560	40	6	5	0	[]
90050079	9005	1	52680	40	6	5	0	[]
90050080	9005	1	52800	40	6	5	0	[]
90050081	9005	1	52920	40	6	5	0	[]
90050082	9005	1	53040	40	6	5	0	[]
90050083	9005	1	53160	40	6	5	0	[]
90050084	9005	1	53280	40	6	5	0	[]
90050085	9005	1	53400	40	6	5	0	[]
90050086	9005	1	53520	40	6	5	0	[]
90050087	9005	1	53640	40	6	5	0	[]
90050088	9005	1	53760	40	6	5	0	[]
90050089	9005	1	53880	40	6	5	0	[]
90050090	9005	1	54000	40	6	5	0	[]
90050091	9005	1	54120	40	6	5	0	[]
90050092	9005	1	54240	40	6	5	0	[]
90050093	9005	1	54360	40	6	5	0	[]
90050094	9005	1	54480	40	6	5	0	[]
90050095	9005	1	54600	40	6	5	0	[]
90050096	9005	1	54720	40	6	5	0	[]
90050097	9005	1	54840	40	6	5	0	[]
90050098	9005	1	54960	40	6	5	0	[]
90050099	9005	1	55080	40	6	5	0	[]
90050100	9005	1	55200	40	6	5	0	[]
90050101	9005	1	55320	40	6	5	0	[]
90050102	9005	1	55440	40	6	5	0	[]
90050103	9005	1	55560	40	6	5	0	[]
90050104	9005	1	55680	40	6	5	0	[]
90050105	9005	1	55800	40	6	5	0	[]
90050106	9005	1	55920	40	6	5	0	[]
90050107	9005	1	56040	40	6	5	0	[]
90050108	9005	1	56160	40	6	5	0	[]
90050109	9005	1	56280	40	6	5	0	[]
90050110	9005	1	56400	40	6	5	0	[]
90050111	9005	1	56520	40	6	5	0	[]
90050112	9005	1	56640	40	6	5	0	[]
90050113	9005	1	56760	40	6	5	0	[]
90050114	9005	1	56880	40	6	5	0	[]
90050115	9005	1	57000	40	6	5	0	[]
90050116	9005	1	57120	40	6	5	0	[]
90050117	9005	1	57240	40	6	5	0	[]
90050118	9005	1	57360	40	6	5	0	[]
90050119	9005	1	57480	40	6	5	0	[]
90050120	9005	1	57600	40	6	5	0	[]
90050121	9005	1	57720	40	6	5	0	[]
90050122	9005	1	57840	40	6	5	0	[]
90050123	9005	1	57960	40	6	5	0	[]
90050124	9005	1	58080	40	6	5	0	[]
90050125	9005	1	58200	40	6	5	0	[]
90050126	9005	1	58320	40	6	5	0	[]
90050127	9005	1	58440	40	6	5	0	[]
90050128	9005	1	58560	40	6	5	0	[]
90050129	9005	1	58680	40	6	5	0	[]
90050130	9005	1	58800	40	6	5	0	[]
90050131	9005	1	58920	40	6	5	0	[]
90050132	9005	1	59040	40	6	5	0	[]
90050133	9005	1	59160	40	6	5	0	[]
90050134	9005	1	59280	40	6	5	0	[]
90050135	9005	1	59400	40	6	5	0	[]
90050136	9005	1	59520	40	6	5	0	[]
90050137	9005	1	59640	40	6	5	0	[]
90050138	9005	1	59760	40	6	5	0	[]
90050139	9005	1	59880	40	6	5	0	[]
90050140	9005	1	60000	40	6	5	0	[]
90050141	9005	1	60120	40	6	5	0	[]
90050142	9005	1	60240	40	6	5	0	[]
90050143	9005	1	60360	40	6	5	0	[]
90050144	9005	1	60480	40	6	5	0	[]
90050145	9005	1	60600	40	6	5	0	[]
90050146	9005	1	60720	40	6	5	0	[]
90050147	9005	1	60840	40	6	5	0	[]
90050148	9005	1	60960	40	6	5	0	[]
90050149	9005	1	61080	40	6	5	0	[]
90050150	9005	1	61200	40	6	5	0	[]
90050151	9005	1	61320	40	6	5	0	[]
90050152	9005	1	61440	40	6	5	0	[]
90050153	9005	1	61560	40	6	5	0	[]
90050154	9005	1	61680	40	6	5	0	[]
90050155	9005	1	61800	40	6	5	0	[]
90050156	9005	1	61920	40	6	5	0	[]
90050157	9005	1	62040	40	6	5	0	[]
90050158	9005	1	62160	40	6	5	0	[]
90050159	9005	1	62280	40	6	5	0	[]
90050160	9005	1	62400	40	6	5	0	[]
90050161	9005	1	62520	40	6	5	0	[]
90050162	9005	1	62640	40	6	5	0	[]
90050163	9005	1	62760	40	6	5	0	[]
90050164	9005	1	62880	40	6	5	0	[]
90050165	9005	1	63000	40	6	5	0	[]
90050166	9005	1	63120	40	6	5	0	[]
90050167	9005	1	63240	40	6	5	0	[]
90050168	9005	1	63360	40	6	5	0	[]
90050169	9005	1	63480	40	6	5	0	[]
90050170	9005	1	63600	40	6	5	0	[]
90050171	9005	1	63720	40	6	5	0	[]
90050172	9005	1	63840	40	6	5	0	[]
90050173	9005	1	63960	40	6	5	0	[]
90050174	9005	1	64080	40	6	5	0	[]
90050175	9005	1	64200	40	6	5	0	[]
90050176	9005	1	64320	40	6	5	0	[]
90050177	9005	1	64440	40	6	5	0	[]
90050178	9005	1	64560	40	6	5	0	[]
90050179	9005	1	64680	40	6	5	0	[]
90050180	9005	1	64800	40	6	5	0	[]
90050181	9005	1	64920	40	6	5	0	[]
90050182	9005	1	65040	40	6	5	0	[]
90050183	9005	1	65160	40	6	5	0	[]
90050184	9005	1	65280	40	6	5	0	[]
90050185	9005	1	65400	40	6	5	0	[]
90050186	9005	1	65520	40	6	5	0	[]
90050187	9005	1	65640	40	6	5	0	[]
90050188	9005	1	65760	40	6	5	0	[]
90050189	9005	1	65880	40	6	5	0	[]
90050190	9005	1	66000	40	6	5	0	[]
90050191	9005	1	66120	40	6	5	0	[]
90050192	9005	1	66240	40	6	5	0	[]
90050193	9005	1	66360	40	6	5	0	[]
90050194	9005	1	66480	40	6	5	0	[]
90050195	9005	1	66600	40	6	5	0	[]
90050196	9005	1	66720	40	6	5	0	[]
90050197	9005	1	66840	40	6	5	0	[]
90050198	9005	1	66960	40	6	5	0	[]
90050199	9005	1	67080	40	6	5	0	[]
90050200	9005	1	67200	40	6	5	0	[]
90060001	9006	1	43320	40	7	5	0	[]
90060002	9006	1	43440	40	7	5	0	[]
90060003	9006	1	43560	40	7	5	0	[]
90060004	9006	1	43680	40	7	5	0	[]
90060005	9006	1	43800	40	7	5	0	[]
90060006	9006	1	43920	40	7	5	0	[]
90060007	9006	1	44040	40	7	5	0	[]
90060008	9006	1	44160	40	7	5	0	[]
90060009	9006	1	44280	40	7	5	0	[]
90060010	9006	1	44400	40	7	5	0	[]
90060011	9006	1	44520	40	7	5	0	[]
90060012	9006	1	44640	40	7	5	0	[]
90060013	9006	1	44760	40	7	5	0	[]
90060014	9006	1	44880	40	7	5	0	[]
90060015	9006	1	45000	40	7	5	0	[]
90060016	9006	1	45120	40	7	5	0	[]
90060017	9006	1	45240	40	7	5	0	[]
90060018	9006	1	45360	40	7	5	0	[]
90060019	9006	1	45480	40	7	5	0	[]
90060020	9006	1	45600	40	7	5	0	[]
90060021	9006	1	45720	40	7	5	0	[]
90060022	9006	1	45840	40	7	5	0	[]
90060023	9006	1	45960	40	7	5	0	[]
90060024	9006	1	46080	40	7	5	0	[]
90060025	9006	1	46200	40	7	5	0	[]
90060026	9006	1	46320	40	7	5	0	[]
90060027	9006	1	46440	40	7	5	0	[]
90060028	9006	1	46560	40	7	5	0	[]
90060029	9006	1	46680	40	7	5	0	[]
90060030	9006	1	46800	40	7	5	0	[]
90060031	9006	1	46920	40	7	5	0	[]
90060032	9006	1	47040	40	7	5	0	[]
90060033	9006	1	47160	40	7	5	0	[]
90060034	9006	1	47280	40	7	5	0	[]
90060035	9006	1	47400	40	7	5	0	[]
90060036	9006	1	47520	40	7	5	0	[]
90060037	9006	1	47640	40	7	5	0	[]
90060038	9006	1	47760	40	7	5	0	[]
90060039	9006	1	47880	40	7	5	0	[]
90060040	9006	1	48000	40	7	5	0	[]
90060041	9006	1	48120	40	7	5	0	[]
90060042	9006	1	48240	40	7	5	0	[]
90060043	9006	1	48360	40	7	5	0	[]
90060044	9006	1	48480	40	7	5	0	[]
90060045	9006	1	48600	40	7	5	0	[]
90060046	9006	1	48720	40	7	5	0	[]
90060047	9006	1	48840	40	7	5	0	[]
90060048	9006	1	48960	40	7	5	0	[]
90060049	9006	1	49080	40	7	5	0	[]
90060050	9006	1	49200	40	7	5	0	[]
90060051	9006	1	49320	40	7	5	0	[]
90060052	9006	1	49440	40	7	5	0	[]
90060053	9006	1	49560	40	7	5	0	[]
90060054	9006	1	49680	40	7	5	0	[]
90060055	9006	1	49800	40	7	5	0	[]
90060056	9006	1	49920	40	7	5	0	[]
90060057	9006	1	50040	40	7	5	0	[]
90060058	9006	1	50160	40	7	5	0	[]
90060059	9006	1	50280	40	7	5	0	[]
90060060	9006	1	50400	40	7	5	0	[]
90060061	9006	1	50520	40	7	5	0	[]
90060062	9006	1	50640	40	7	5	0	[]
90060063	9006	1	50760	40	7	5	0	[]
90060064	9006	1	50880	40	7	5	0	[]
90060065	9006	1	51000	40	7	5	0	[]
90060066	9006	1	51120	40	7	5	0	[]
90060067	9006	1	51240	40	7	5	0	[]
90060068	9006	1	51360	40	7	5	0	[]
90060069	9006	1	51480	40	7	5	0	[]
90060070	9006	1	51600	40	7	5	0	[]
90060071	9006	1	51720	40	7	5	0	[]
90060072	9006	1	51840	40	7	5	0	[]
